uid,title,summary,type,color,start,end,location,link
schedule-request-2759458-occurrence-6675962,2759458 - Girls Junior Varsity Basketball @ Springfield Local High School,2759458 - Girls Junior Varsity Basketball @ Springfield Local High School,Athletics - Away,#de0720,2026-01-31 12:00 PM,2026-01-31 2:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2759458/occurrences/6675962
schedule-request-2759459-occurrence-6675963,2759459 - Girls Varsity Basketball @ Springfield Local High School,2759459 - Girls Varsity Basketball @ Springfield Local High School,Athletics - Away,#de0720,2026-01-31 1:30 PM,2026-01-31 3:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2759459/occurrences/6675963
schedule-request-2759491-occurrence-6676117,2759491 - Boys 8th Football @ Struthers MS,2759491 - Boys 8th Football @ Struthers MS,Athletics - Away,#de0720,2025-09-04 5:00 PM,2025-09-04 7:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2759491/occurrences/6676117
schedule-request-2759492-occurrence-6676118,2759492 - Boys 7th Football @ Struthers MS,2759492 - Boys 7th Football @ Struthers MS,Athletics - Away,#de0720,2025-09-04 6:15 PM,2025-09-04 8:15 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2759492/occurrences/6676118
schedule-request-2760252-occurrence-6678065,2760252 - Boys 8th Football @ South Range Middle School,2760252 - Boys 8th Football @ South Range Middle School,Athletics - Away,#de0720,2025-09-25 5:00 PM,2025-09-25 7:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2760252/occurrences/6678065
schedule-request-2760253-occurrence-6678066,2760253 - Boys 7th Football @ South Range Middle School,2760253 - Boys 7th Football @ South Range Middle School,Athletics - Away,#de0720,2025-09-25 6:00 PM,2025-09-25 8:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2760253/occurrences/6678066
schedule-request-2837384-occurrence-6904859,2837384 - Boys Junior Varsity Soccer @ Louisville High School,2837384 - Boys Junior Varsity Soccer @ Louisville High School,Athletics - Away,#de0720,2025-08-02 10:00 AM,2025-08-02 12:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2837384/occurrences/6904859
schedule-request-2837385-occurrence-6904860,2837385 - Boys Varsity Soccer @ Louisville High School,2837385 - Boys Varsity Soccer @ Louisville High School,Athletics - Away,#de0720,2025-08-02 12:00 PM,2025-08-02 2:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2837385/occurrences/6904860
schedule-request-2837386-occurrence-6904861,2837386 - Boys Junior Varsity Soccer @ Warren G Harding HS,2837386 - Boys Junior Varsity Soccer @ Warren G Harding HS,Athletics - Away,#de0720,2025-08-06 5:00 PM,2025-08-06 7:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2837386/occurrences/6904861
schedule-request-2837387-occurrence-6904862,2837387 - Boys Varsity Soccer @ Warren G Harding HS,2837387 - Boys Varsity Soccer @ Warren G Harding HS,Athletics - Away,#de0720,2025-08-06 7:00 PM,2025-08-06 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2837387/occurrences/6904862
schedule-request-2840713-occurrence-6914509,2840713 - Boys Varsity Golf @ Lakeview High School (NE8 Championship),2840713 - Boys Varsity Golf @ Lakeview High School (NE8 Championship),Athletics - Away,#de0720,2025-09-10 8:00 AM,2025-09-10 10:00 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2840713/occurrences/6914509
schedule-request-2847037-occurrence-6927673,2847037 - Boys Varsity Golf @ Marlington High School (Joe Eaton Golf Invitational),2847037 - Boys Varsity Golf @ Marlington High School (Joe Eaton Golf Invitational),Athletics - Away,#de0720,2025-08-08 7:30 AM,2025-08-08 9:30 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2847037/occurrences/6927673
schedule-request-2847060-occurrence-6927713,2847060 - Boys Varsity Golf @ Brookfield HS (Brookfield Invitational),2847060 - Boys Varsity Golf @ Brookfield HS (Brookfield Invitational),Athletics - Away,#de0720,2025-08-06 8:30 AM,2025-08-06 10:30 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2847060/occurrences/6927713
schedule-request-2847064-occurrence-6927717,2847064 - Boys 7th Football @ Beaver Local Middle School,2847064 - Boys 7th Football @ Beaver Local Middle School,Athletics - Away,#de0720,2025-10-08 5:30 PM,2025-10-08 7:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2847064/occurrences/6927717
schedule-request-2854230-occurrence-6943833,2854230 - Boys Varsity Football @ Field High School,2854230 - Boys Varsity Football @ Field High School,Athletics - Away,#de0720,2026-09-04 7:00 PM,2026-09-04 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2854230/occurrences/6943833
schedule-request-2854231-occurrence-6943834,2854231 - Boys Varsity Football @ Canfield High School,2854231 - Boys Varsity Football @ Canfield High School,Athletics - Away,#de0720,2026-09-11 7:00 PM,2026-09-11 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2854231/occurrences/6943834
schedule-request-2854233-occurrence-6943836,2854233 - Boys Varsity Football @ South Range High School,2854233 - Boys Varsity Football @ South Range High School,Athletics - Away,#de0720,2026-09-25 7:00 PM,2026-09-25 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2854233/occurrences/6943836
schedule-request-2854236-occurrence-6943839,2854236 - Boys Varsity Football @ Lakeview High School,2854236 - Boys Varsity Football @ Lakeview High School,Athletics - Away,#de0720,2026-10-16 7:00 PM,2026-10-16 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2854236/occurrences/6943839
schedule-request-2854237-occurrence-6943840,2854237 - Boys Varsity Football @ Struthers High School,2854237 - Boys Varsity Football @ Struthers High School,Athletics - Away,#de0720,2026-10-23 7:00 PM,2026-10-23 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2854237/occurrences/6943840
schedule-request-2884725-occurrence-7012948,2884725 - Girls Varsity Golf @ Hubbard High School (NE 8 Championship),2884725 - Girls Varsity Golf @ Hubbard High School (NE 8 Championship),Athletics - Away,#de0720,2025-09-11 8:30 AM,2025-09-11 10:30 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2884725/occurrences/7012948
schedule-request-2885218-occurrence-7014730,2885218 - Girls Varsity Lacrosse @ Canfield High School,2885218 - Girls Varsity Lacrosse @ Canfield High School,Athletics - Away,#de0720,2026-04-13 6:00 PM,2026-04-13 8:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2885218/occurrences/7014730
schedule-request-2885222-occurrence-7014733,2885222 - Boys Varsity Lacrosse @ Canfield High School,2885222 - Boys Varsity Lacrosse @ Canfield High School,Athletics - Away,#de0720,2026-05-07 7:00 PM,2026-05-07 9:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2885222/occurrences/7014733
schedule-request-2885330-occurrence-7015260,2885330 - Girls Varsity Lacrosse @ Cardinal Mooney High School,2885330 - Girls Varsity Lacrosse @ Cardinal Mooney High School,Athletics - Away,#de0720,2026-03-25 6:30 PM,2026-03-25 8:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2885330/occurrences/7015260
schedule-request-2886029-occurrence-7017875,2886029 - Girls Varsity Lacrosse @ Boardman High School,2886029 - Girls Varsity Lacrosse @ Boardman High School,Athletics - Away,#de0720,2026-03-30 6:00 PM,2026-03-30 8:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2886029/occurrences/7017875
schedule-request-2886030-occurrence-7017876,2886030 - Boys Varsity Lacrosse @ Boardman High School,2886030 - Boys Varsity Lacrosse @ Boardman High School,Athletics - Away,#de0720,2026-04-16 6:30 PM,2026-04-16 8:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2886030/occurrences/7017876
schedule-request-2886032-occurrence-7017878,2886032 - Boys Varsity Lacrosse @ Southeast High School,2886032 - Boys Varsity Lacrosse @ Southeast High School,Athletics - Away,#de0720,2026-04-30 6:30 PM,2026-04-30 8:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2886032/occurrences/7017878
schedule-request-2903757-occurrence-7099368,2903757 - Girls Varsity Golf @ Columbiana High School,2903757 - Girls Varsity Golf @ Columbiana High School,Athletics - Away,#de0720,2025-07-30 12:00 PM,2025-07-30 2:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903757/occurrences/7099368
schedule-request-2903758-occurrence-7099369,2903758 - Girls Varsity Golf @ Hubbard High School,2903758 - Girls Varsity Golf @ Hubbard High School,Athletics - Away,#de0720,2025-07-31 3:00 PM,2025-07-31 5:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903758/occurrences/7099369
schedule-request-2903759-occurrence-7099370,2903759 - Girls Varsity Golf @ OPEN (Tiger Invitational),2903759 - Girls Varsity Golf @ OPEN (Tiger Invitational),Athletics - Away,#de0720,2025-08-05 9:00 AM,2025-08-05 11:00 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903759/occurrences/7099370
schedule-request-2903760-occurrence-7099371,2903760 - Girls Varsity Golf @ Lakeview High School,2903760 - Girls Varsity Golf @ Lakeview High School,Athletics - Away,#de0720,2025-08-07 1:00 PM,2025-08-07 3:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903760/occurrences/7099371
schedule-request-2903762-occurrence-7099373,2903762 - Time: TBA - POSTPONED: Girls Varsity Golf @ Girard Jr/Sr HS,2903762 - Time: TBA - POSTPONED: Girls Varsity Golf @ Girard Jr/Sr HS,Athletics - Away,#de0720,2025-08-13 12:00 AM,2025-08-13 7:59 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903762/occurrences/7099373
schedule-request-2903763-occurrence-7099374,2903763 - Girls Varsity Golf @ Niles McKinley High School,2903763 - Girls Varsity Golf @ Niles McKinley High School,Athletics - Away,#de0720,2025-08-18 10:00 AM,2025-08-18 12:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903763/occurrences/7099374
schedule-request-2903805-occurrence-7099561,2903805 - Girls Varsity Golf @ South Range High School,2903805 - Girls Varsity Golf @ South Range High School,Athletics - Away,#de0720,2025-08-26 9:00 AM,2025-08-26 11:00 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903805/occurrences/7099561
schedule-request-2903807-occurrence-7099563,2903807 - Girls Varsity Golf @ OPEN (Tam O'Shanter Invitational),2903807 - Girls Varsity Golf @ OPEN (Tam O'Shanter Invitational),Athletics - Away,#de0720,2025-09-05 9:30 AM,2025-09-05 11:30 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2903807/occurrences/7099563
schedule-request-2904310-occurrence-7101015,2904310 - Boys Junior Varsity Soccer @ Marlington High School,2904310 - Boys Junior Varsity Soccer @ Marlington High School,Athletics - Away,#de0720,2025-10-11 1:00 PM,2025-10-11 3:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2904310/occurrences/7101015
schedule-request-2906395-occurrence-7108512,2906395 - Girls Varsity Lacrosse @ Aurora City Schools,2906395 - Girls Varsity Lacrosse @ Aurora City Schools,Athletics - Away,#de0720,2026-04-18 11:00 AM,2026-04-18 1:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2906395/occurrences/7108512
schedule-request-2907593-occurrence-7112586,2907593 - Boys/Girls Varsity Track @ South Range High School (with Niles and Lakeview),2907593 - Boys/Girls Varsity Track @ South Range High School (with Niles and Lakeview),Athletics - Away,#de0720,2026-03-31 4:45 PM,2026-03-31 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907593/occurrences/7112586
schedule-request-2907629-occurrence-7112717,2907629 - Boys/Girls Varsity Track @ Struthers High School (with Niles ),2907629 - Boys/Girls Varsity Track @ Struthers High School (with Niles ),Athletics - Away,#de0720,2026-04-08 4:45 PM,2026-04-08 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907629/occurrences/7112717
schedule-request-2907659-occurrence-7112779,2907659 - Boys/Girls Middle School Track @ OPEN (Girard Invitational ),2907659 - Boys/Girls Middle School Track @ OPEN (Girard Invitational ),Athletics - Away,#de0720,2026-04-09 4:45 PM,2026-04-09 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907659/occurrences/7112779
schedule-request-2907661-occurrence-7112781,2907661 - Boys/Girls Varsity Track @ Girard Jr/Sr HS (with Struthers and Niles),2907661 - Boys/Girls Varsity Track @ Girard Jr/Sr HS (with Struthers and Niles),Athletics - Away,#de0720,2026-04-21 4:45 PM,2026-04-21 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907661/occurrences/7112781
schedule-request-2907662-occurrence-7112782,2907662 - Boys/Girls Middle School Track @ South Range Middle School  (South Range Invitational),2907662 - Boys/Girls Middle School Track @ South Range Middle School  (South Range Invitational),Athletics - Away,#de0720,2026-04-24 4:45 PM,2026-04-24 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907662/occurrences/7112782
schedule-request-2907663-occurrence-7112783,2907663 - Boys/Girls Middle School Track @ OPEN (Mahoning County Meet),2907663 - Boys/Girls Middle School Track @ OPEN (Mahoning County Meet),Athletics - Away,#de0720,2026-04-27 4:45 PM,2026-04-27 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907663/occurrences/7112783
schedule-request-2907664-occurrence-7112784,2907664 - Boys/Girls Varsity Track @ Girard Jr/Sr HS (with Lakeview and Niles),2907664 - Boys/Girls Varsity Track @ Girard Jr/Sr HS (with Lakeview and Niles),Athletics - Away,#de0720,2026-04-28 4:45 PM,2026-04-28 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907664/occurrences/7112784
schedule-request-2907665-occurrence-7112785,2907665 - Boys/Girls Middle School Track @ South Range Middle School  (with Struthers),2907665 - Boys/Girls Middle School Track @ South Range Middle School  (with Struthers),Athletics - Away,#de0720,2026-04-29 4:45 PM,2026-04-29 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907665/occurrences/7112785
schedule-request-2907666-occurrence-7112786,2907666 - Boys/Girls Middle School Track @ Hubbard MS (B Meet),2907666 - Boys/Girls Middle School Track @ Hubbard MS (B Meet),Athletics - Away,#de0720,2026-05-04 4:45 PM,2026-05-04 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907666/occurrences/7112786
schedule-request-2907667-occurrence-7112787,2907667 - Boys/Girls Varsity Track @ OPEN (Mahoning Co. Varsity Championship),2907667 - Boys/Girls Varsity Track @ OPEN (Mahoning Co. Varsity Championship),Athletics - Away,#de0720,2026-05-05 4:45 PM,2026-05-05 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907667/occurrences/7112787
schedule-request-2907668-occurrence-7112788,2907668 - Boys/Girls Middle School Track @ Lakeview Middle School-Cortland (NE 8 Conference Championship),2907668 - Boys/Girls Middle School Track @ Lakeview Middle School-Cortland (NE 8 Conference Championship),Athletics - Away,#de0720,2026-05-06 4:45 PM,2026-05-06 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2907668/occurrences/7112788
schedule-request-2918688-occurrence-7124927,2918688 - Girls Junior Varsity Soccer @ West Branch High School,2918688 - Girls Junior Varsity Soccer @ West Branch High School,Athletics - Away,#de0720,2025-09-03 5:00 PM,2025-09-03 7:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2918688/occurrences/7124927
schedule-request-2939706-occurrence-7157604,2939706 - Girls Varsity Golf @ TBD (Christine Terlesky Invitational),2939706 - Girls Varsity Golf @ TBD (Christine Terlesky Invitational),Athletics - Away,#de0720,2025-09-15 1:00 PM,2025-09-15 3:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939706/occurrences/7157604
schedule-request-2939774-occurrence-7157706,2939774 - Boys Varsity Golf @ OPEN (JFK Invitational),2939774 - Boys Varsity Golf @ OPEN (JFK Invitational),Athletics - Away,#de0720,2025-08-04 10:00 AM,2025-08-04 12:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939774/occurrences/7157706
schedule-request-2939775-occurrence-7157707,2939775 - Time: TBA - Boys Varsity Golf @ South Range High School (and Lakeview),2939775 - Time: TBA - Boys Varsity Golf @ South Range High School (and Lakeview),Athletics - Away,#de0720,2025-08-05 12:00 AM,2025-08-05 7:59 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939775/occurrences/7157707
schedule-request-2939920-occurrence-7157903,2939920 - Boys Varsity Golf @ Columbiana High School,2939920 - Boys Varsity Golf @ Columbiana High School,Athletics - Away,#de0720,2025-08-18 10:30 AM,2025-08-18 12:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939920/occurrences/7157903
schedule-request-2939922-occurrence-7157905,2939922 - Boys Varsity Golf @ Hubbard High School,2939922 - Boys Varsity Golf @ Hubbard High School,Athletics - Away,#de0720,2025-08-26 5:00 PM,2025-08-26 7:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939922/occurrences/7157905
schedule-request-2939924-occurrence-7157907,2939924 - Boys Varsity Golf @ Girard Jr/Sr HS,2939924 - Boys Varsity Golf @ Girard Jr/Sr HS,Athletics - Away,#de0720,2025-09-04 4:00 PM,2025-09-04 6:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939924/occurrences/7157907
schedule-request-2939960-occurrence-7158272,2939960 - Boys Varsity Golf @ Niles McKinley High School,2939960 - Boys Varsity Golf @ Niles McKinley High School,Athletics - Away,#de0720,2025-08-28 3:30 PM,2025-08-28 5:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939960/occurrences/7158272
schedule-request-2939961-occurrence-7158273,2939961 - Boys Varsity Golf @ OPEN (Kiely Cup),2939961 - Boys Varsity Golf @ OPEN (Kiely Cup),Athletics - Away,#de0720,2025-09-07 1:00 PM,2025-09-07 3:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939961/occurrences/7158273
schedule-request-2939962-occurrence-7158274,2939962 - Boys Varsity Golf @ OPEN (Kiely Cup),2939962 - Boys Varsity Golf @ OPEN (Kiely Cup),Athletics - Away,#de0720,2025-09-08 9:00 AM,2025-09-08 11:00 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939962/occurrences/7158274
schedule-request-2939963-occurrence-7158275,2939963 - Boys Varsity Golf @ Springfield Local High School,2939963 - Boys Varsity Golf @ Springfield Local High School,Athletics - Away,#de0720,2025-09-16 3:00 PM,2025-09-16 5:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939963/occurrences/7158275
schedule-request-2939986-occurrence-7158366,2939986 - Boys Varsity Golf @ Ravenna High School (Ravenna Yank Heisler Invitational),2939986 - Boys Varsity Golf @ Ravenna High School (Ravenna Yank Heisler Invitational),Athletics - Away,#de0720,2025-08-07 8:00 AM,2025-08-07 10:00 AM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2939986/occurrences/7158366
schedule-request-2940558-occurrence-7159934,2940558 - Boys Varsity Lacrosse @ St. Vincent-St. Mary H.S.,2940558 - Boys Varsity Lacrosse @ St. Vincent-St. Mary H.S.,Athletics - Away,#de0720,2026-04-23 6:30 PM,2026-04-23 8:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2940558/occurrences/7159934
schedule-request-2946829-occurrence-7179856,2946829 - Boys/Girls Varsity Cross Country @ OPEN (Billy Goat Invitational),2946829 - Boys/Girls Varsity Cross Country @ OPEN (Billy Goat Invitational),Athletics - Away,#de0720,2025-08-23 11:00 AM,2025-08-23 1:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946829/occurrences/7179856
schedule-request-2946830-occurrence-7179857,2946830 - Boys/Girls Varsity Cross Country @ East Palestine HS,2946830 - Boys/Girls Varsity Cross Country @ East Palestine HS,Athletics - Away,#de0720,2025-08-26 4:45 PM,2025-08-26 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946830/occurrences/7179857
schedule-request-2946833-occurrence-7179860,2946833 - Boys/Girls Varsity Cross Country @ Walsh Jesuit High School,2946833 - Boys/Girls Varsity Cross Country @ Walsh Jesuit High School,Athletics - Away,#de0720,2025-09-06 10:10 AM,2025-09-06 12:10 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946833/occurrences/7179860
schedule-request-2946834-occurrence-7179861,2946834 - Boys/Girls Varsity Cross Country @ OPEN,2946834 - Boys/Girls Varsity Cross Country @ OPEN,Athletics - Away,#de0720,2025-09-09 4:45 PM,2025-09-09 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946834/occurrences/7179861
schedule-request-2946835-occurrence-7179862,2946835 - Boys/Girls Varsity Cross Country @ OPEN (Boardman Spartan Invitational),2946835 - Boys/Girls Varsity Cross Country @ OPEN (Boardman Spartan Invitational),Athletics - Away,#de0720,2025-09-13 10:00 AM,2025-09-13 12:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946835/occurrences/7179862
schedule-request-2946836-occurrence-7179863,2946836 - Boys/Girls Varsity Cross Country @ OPEN (Suburban Championship),2946836 - Boys/Girls Varsity Cross Country @ OPEN (Suburban Championship),Athletics - Away,#de0720,2025-09-16 4:45 PM,2025-09-16 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946836/occurrences/7179863
schedule-request-2946837-occurrence-7179864,2946837 - Boys/Girls Varsity Cross Country @ OPEN,2946837 - Boys/Girls Varsity Cross Country @ OPEN,Athletics - Away,#de0720,2025-09-20 7:30 PM,2025-09-20 9:30 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946837/occurrences/7179864
schedule-request-2946838-occurrence-7179865,2946838 - Boys/Girls Varsity Cross Country @ OPEN (Mahoning County Meet),2946838 - Boys/Girls Varsity Cross Country @ OPEN (Mahoning County Meet),Athletics - Away,#de0720,2025-09-24 4:45 PM,2025-09-24 6:45 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946838/occurrences/7179865
schedule-request-2946839-occurrence-7179866,2946839 - Boys/Girls Varsity Cross Country @ OPEN (Legends Invite),2946839 - Boys/Girls Varsity Cross Country @ OPEN (Legends Invite),Athletics - Away,#de0720,2025-10-04 11:00 AM,2025-10-04 1:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946839/occurrences/7179866
schedule-request-2946840-occurrence-7179867,2946840 - Boys/Girls Varsity Cross Country @ OPEN (NE8 Championship),2946840 - Boys/Girls Varsity Cross Country @ OPEN (NE8 Championship),Athletics - Away,#de0720,2025-10-11 10:00 AM,2025-10-11 12:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946840/occurrences/7179867
schedule-request-2946842-occurrence-7179869,2946842 - Boys/Girls Varsity Cross Country @ OPEN (District Championship),2946842 - Boys/Girls Varsity Cross Country @ OPEN (District Championship),Athletics - Away,#de0720,2025-10-18 11:50 AM,2025-10-18 1:50 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946842/occurrences/7179869
schedule-request-2946843-occurrence-7179870,2946843 - Boys/Girls Varsity Cross Country @ OPEN (Regional Championship ),2946843 - Boys/Girls Varsity Cross Country @ OPEN (Regional Championship ),Athletics - Away,#de0720,2025-10-25 11:50 AM,2025-10-25 1:50 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946843/occurrences/7179870
schedule-request-2946844-occurrence-7179871,2946844 - Boys/Girls Varsity Cross Country @ OPEN (State Championship),2946844 - Boys/Girls Varsity Cross Country @ OPEN (State Championship),Athletics - Away,#de0720,2025-11-01 11:50 AM,2025-11-01 1:50 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2946844/occurrences/7179871
schedule-request-2948659-occurrence-7183796,2948659 - Boys/Girls Middle School Cross Country @ OPEN (Billy Goat Invitational),2948659 - Boys/Girls Middle School Cross Country @ OPEN (Billy Goat Invitational),Athletics - Away,#de0720,2025-08-23 10:00 AM,2025-08-23 12:00 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2948659/occurrences/7183796
schedule-request-2948660-occurrence-7183797,2948660 - Boys/Girls Middle School Cross Country @ East Palestine HS,2948660 - Boys/Girls Middle School Cross Country @ East Palestine HS,Athletics - Away,#de0720,2025-08-26 5:50 PM,2025-08-26 7:50 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2948660/occurrences/7183797
schedule-request-2948662-occurrence-7183799,2948662 - Boys/Girls Middle School Cross Country @ OPEN,2948662 - Boys/Girls Middle School Cross Country @ OPEN,Athletics - Away,#de0720,2025-09-09 5:50 PM,2025-09-09 7:50 PM,"3199 Dobbins Rd. Poland, Ohio 44514",https://polandschools.gofmx.com/scheduling/requests/2948662/occurrences/7183799
